hearing_id,date,year,congress,chamber,hearing_title,committee,committee_short,committee_type,majority,n_witnesses,n_government,n_business_services,n_nonprofit,n_science,n_alternative,n_carbonintensive,n_fossilfuel,n_other,per_government,per_business_services,per_nonprofit,per_science,per_alternative,per_carbonintensive,per_fossilfuel,per_other,n2_witnesses,n2_contrarian,n2_business_services,n2_nonprofit,n2_science,n2_government,n2_environmental,n2_alternative,n2_carbonintensive,n2_fossilfuel,n2_other,per2_contrarian,per2_business_services,per2_nonprofit,per2_science,per2_government,per2_environmental,per2_alternative,per2_carbonintensive,per2_fossilfuel,per2_other,n2_denialist,committee_code,id,name,maj_min,rank_within_party,party_code,date_of_assignment,date_of_termination,senior_party_member,committee_seniority,committee_period_of_service,committee_status_at_end_of_this_congress,committee_continuity_of_assignment_in_next_congress,appointment_citation,state_icpsr,cd_code,stab,notes,Party,CID,last_name,first_name,birthday,gender,bioguide_id,govtrack_id,cc_fossilfuel,cc_fossilfuel_noUSCAP,cc_total,per_cc_fossilfuel,per_cc_fossilfuel_noUSCAP,halfyear,lobbying_fossilfuel,lobbying_total,per_lobbying_fossilfuel,lobbying_fossilfuel_noUSCAP,per_lobbying_fossilfuel_noUSCAP
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29525,"Whitfield, Edward",1,11,200,2003-01-28,2005-01-03,0,5,2,1,1,H. Res. 33,51,1,KY,NA,R,N00003467,Whitfield,Ed,1943-05-25,M,W000413,400431,55918,50918,758366,7.373484570774534,6.714172312577304,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29513,"Norwood, Charles W., Jr.",1,12,200,2003-01-28,2005-01-03,0,5,2,1,1,H. Res. 33,44,9,GA,NA,R,N00002630,Norwood,Charles,1941-07-27,M,N000159,400296,52800,48800,984283,5.364310874006764,4.957923686582009,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29584,"Cubin, Barbara",1,13,200,2003-01-28,2005-01-03,0,4,2,1,1,H. Res. 33,68,1,WY,NA,R,N00006242,Cubin,Barbara,1946-11-30,F,C000962,400088,204100,186100,784946,26.001788658073295,23.70863728205507,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29718,"Shimkus, John M.",1,14,200,2003-01-28,2005-01-03,0,4,2,1,1,H. Res. 33,21,19,IL,NA,R,N00004961,Shimkus,John,1958-02-21,M,S000364,400373,119110,105111,837190,14.227355797369773,12.555214467444667,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29779,"Wilson, Heather",1,15,200,2003-01-28,2005-01-03,0,4,2,1,1,H. Res. 33,66,1,NM,NA,R,N00006546,Wilson,Heather,1960-12-30,F,W000789,400434,211085,195085,2809678,7.512782603558129,6.943322330886314,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29501,"Shadegg, John",1,16,200,2003-01-28,2005-01-03,0,3,2,1,1,H. Res. 33,61,3,AZ,NA,R,N00006425,Shadegg,John,1949-10-22,M,S000275,400368,56200,51200,754803,7.44565138188375,6.783226881716156,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29734,"Pickering, Charles W. (Chip), Jr.",1,17,200,2003-01-28,2005-01-03,0,3,2,1,1,H. Res. 33,46,3,MS,NA,R,N00003341,Pickering,Charles,1963-08-10,M,P000323,400319,84700,72700,805512,10.515051296566655,9.02531557568354,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29773,"Fossella, Vito",1,18,200,2003-01-28,2005-01-03,0,3,2,1,1,H. Res. 33,13,13,NY,NA,R,N00000983,Fossella,Vito,1965-03-09,M,F000440,400139,26621,22121,948303,2.8072251168666558,2.332693242560658,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29735,"Blunt, Roy",1,19,200,2003-01-28,2004-01-28,0,3,4,2,1,H. Res. 33,34,7,MO,"H222, Resigned from Energy and Commerce Committee",R,N00005195,Blunt,Roy,1950-01-10,M,B000575,400034,146052,136552,2484661,5.878145952304963,5.495800030668168,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29350,"Buyer, Stephen E.",1,20,200,2003-01-28,2005-01-03,0,2,2,1,1,H. Res. 33,22,4,IN,NA,R,N00003924,Buyer,Stephen,1958-11-26,M,B001203,400056,42790,36790,605291,7.069326984871739,6.078068234948149,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29505,"Radanovich, George P.",1,21,200,2003-01-28,2005-01-03,0,2,2,1,1,H. Res. 33,71,19,CA,NA,R,N00007507,Radanovich,George,1955-06-20,M,R000004,400330,55600,45400,728966,7.627241874106612,6.227999659792089,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29538,"Bass, Charles F.",1,22,200,2003-01-28,2005-01-03,0,2,3,1,1,H. Res. 33,4,2,NH,NA,R,N00000423,Bass,Charles,1952-01-08,M,B000220,400019,37100,35100,690951,5.369411144929235,5.079955018517956,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29752,"Pitts, Joseph R.",1,23,200,2003-01-28,2005-01-03,0,2,2,1,1,H. Res. 33,14,16,PA,NA,R,N00001633,Pitts,Joseph,1939-10-10,M,P000373,400320,23244,15000,546255,4.255155559216849,2.7459702886014776,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29775,"Bono, Mary",1,24,200,2003-01-28,2005-01-03,0,2,2,1,1,H. Res. 33,71,45,CA,NA,R,N00007068,Bono Mack,Mary,1961-10-24,F,B001228,400039,34100,26100,569468,5.988044982334389,4.583225045129841,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29932,"Walden, Greg",1,25,200,2003-01-28,2005-01-03,0,2,2,1,1,H. Res. 33,72,2,OR,NA,R,N00007690,Walden,Greg,1957-01-10,M,W000791,400419,88599,75099,1095260,8.089312126800943,6.856728082829648,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29921,"Terry, Lee",1,26,200,2003-01-28,2005-01-03,0,2,2,1,1,H. Res. 33,35,2,NE,NA,R,N00005321,Terry,Lee,1962-01-29,M,T000459,400400,98421,89921,1166845,8.43479639540813,7.706336317162949,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29917,"Fletcher, Ernest L.",1,27,200,2003-01-28,2003-12-15,0,2,2,6,0,H. Res. 33,51,6,KY,"H12925, Resigned from House of Representatives",R,N00003430,Fletcher,Ernest,1952-11-12,M,F000441,400135,5500,5500,66863,8.22577509235302,8.22577509235302,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,20127,"Ferguson, Mike",1,28,200,2003-01-28,2005-01-03,0,1,2,1,1,H. Res. 33,12,7,NJ,NA,R,N00000766,Ferguson,Michael,1970-06-22,M,F000443,400132,81956,76956,2330603,3.5165148247041644,3.301978071769409,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,20120,"Rogers, Mike",1,29,200,2003-01-28,2005-01-03,0,1,2,1,1,H. Res. 33,23,8,MI,NA,R,N00009668,Rogers,Mike,1963-06-02,M,R000572,400342,77725,71725,1231300,6.312434012831966,5.825144156582473,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,20107,"Issa, Darrell",1,30,200,2003-01-28,2005-01-03,0,1,2,1,2,H. Res. 33,71,49,CA,NA,R,N00007017,Issa,Darrell,1953-11-01,M,I000056,400196,68516,59516,728363,9.406847959053383,8.17120034927639,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,20114,"Otter, C.L. (Butch)",1,31,200,2003-01-28,2005-01-03,0,1,2,1,1,H. Res. 33,63,1,ID,NA,R,N00009637,Otter,C.L.,1942-05-03,M,O000166,400305,81171,71171,576725,14.07447223546751,12.34054358663141,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,2605,"Dingell, John D., Jr.",2,1,100,2003-01-08,2005-01-03,21,24,2,1,1,H. Res. 22,23,15,MI,NA,D,N00001783,Dingell,John,1926-07-08,M,D000355,400110,116361,103361,1465181,7.941749176381621,7.054486783544149,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,14280,"Waxman, Henry A.",2,2,100,2003-01-28,2005-01-03,0,15,2,1,1,H. Res. 35,71,30,CA,NA,D,N00001861,Waxman,Henry,1939-09-12,M,W000215,400425,9000,9000,543351,1.6563878597812463,1.6563878597812463,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,14435,"Markey, Edward J.",2,3,100,2003-01-28,2005-01-03,0,14,2,1,1,H. Res. 35,3,7,MA,NA,D,N00000270,Markey,Edward,1946-07-11,M,M000133,400253,54371,51371,2726260,1.9943438997014225,1.8843030378613925,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,14828,"Hall, Ralph M.",2,4,100,2003-01-28,2004-01-25,0,12,3,1,1,H. Res. 35,49,4,TX,Switched parties 1/28/2004 Democrat to Republican,D,N00005645,Hall,Ralph,1923-05-03,M,H000067,400165,198009,177509,961505,20.59365265911254,18.46157846293051,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,15010,"Boucher, Frederick C.",2,5,100,2003-01-28,2005-01-03,0,9,2,1,1,H. Res. 35,40,9,VA,NA,D,N00002171,Boucher,Frederick,1946-08-01,M,B000657,400043,204211,192211,1319238,15.479466176686845,14.569850171083608,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,15072,"Towns, Edolphus",2,6,100,2003-01-28,2005-01-03,0,8,3,1,1,H. Res. 35,13,10,NY,NA,D,N00001082,Towns,Edolphus,1934-07-21,M,T000326,400409,47190,40190,682874,6.9104988621619805,5.885419564956346,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,15454,"Pallone, Frank, Jr.",2,7,100,2003-01-28,2005-01-03,0,4,4,1,1,H. Res. 35,12,6,NJ,NA,D,N00000781,Pallone,Frank,1951-10-30,M,P000034,400308,32000,32000,1460630,2.1908354614104875,2.1908354614104875,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
108hhrg88427,2003-07-08,2003,108,House,The Clear Skies Initiative: A Multipollutant Approach to the Clean Air Act,House Committee on Energy and Commerce,Energy and Commerce,Key committee,R,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,128,29389,"Brown, Sherrod",2,8,100,2003-01-28,2005-01-03,0,6,2,1,1,H. Res. 35,24,13,OH,NA,D,N00003535,Brown,Sherrod,1952-11-09,M,B000944,400050,23500,21500,996248,2.358850406726036,2.158097180621693,H2,71481409,1066030879,6.705378841094527,7555591,0.7087591127836363
